instant,date,season,year,month,is holiday,day of week,is work day,weather,temp,felt temp,humidity,windspeed,casual,registered,total riders
663,2012-10-24,4:winter,1,10,0,3:wednesday,1,1,0.5875,0.558721,0.63625,0.07277919999999999,795,6898,7693
281,2011-10-08,4:winter,0,10,0,6:saturday,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409
535,2012-06-18,2:summer,1,6,0,1:monday,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099
17,2011-01-17,1:spring,0,1,1,1:monday,0,2,0.175833,0.176771,0.5375,0.194017,117,883,1000
138,2011-05-18,2:summer,0,5,0,3:wednesday,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855
359,2011-12-25,1:spring,0,12,0,0:sunday,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
294,2011-10-21,4:winter,0,10,0,5:friday,1,1,0.4275,0.42359600000000003,0.574167,0.221396,676,3628,4304
462,2012-04-06,2:summer,1,4,0,5:friday,1,1,0.403333,0.39076700000000003,0.377083,0.300388,1807,4653,6460
691,2012-11-21,4:winter,1,11,0,3:wednesday,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146
173,2011-06-22,3:fall,0,6,0,3:wednesday,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507
453,2012-03-28,2:summer,1,3,0,3:wednesday,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698
106,2011-04-16,2:summer,0,4,0,6:saturday,0,3,0.43083299999999997,0.425492,0.888333,0.340808,121,674,795
266,2011-09-23,4:winter,0,9,0,5:friday,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395
671,2012-11-01,4:winter,1,11,0,4:thursday,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986
546,2012-06-29,3:fall,1,6,0,5:friday,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
2,2011-01-02,1:spring,0,1,0,0:sunday,0,2,0.363478,0.35373899999999997,0.696087,0.24853899999999998,131,670,801
282,2011-10-09,4:winter,0,10,0,0:sunday,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511
516,2012-05-30,2:summer,1,5,0,3:wednesday,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855
146,2011-05-26,2:summer,0,5,0,4:thursday,1,1,0.708333,0.654688,0.6775,0.19964200000000001,758,3919,4677
388,2012-01-23,1:spring,1,1,0,1:monday,1,2,0.218333,0.243058,0.91125,0.11070799999999999,145,2287,2432
690,2012-11-20,4:winter,1,11,0,2:tuesday,1,2,0.374167,0.38066700000000003,0.685,0.082725,534,5100,5634
152,2011-06-01,2:summer,0,6,0,3:wednesday,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974
323,2011-11-19,4:winter,0,11,0,6:saturday,0,1,0.329167,0.32448299999999997,0.502083,0.224496,943,2720,3663
217,2011-08-05,3:fall,0,8,0,5:friday,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866
103,2011-04-13,2:summer,0,4,0,3:wednesday,1,2,0.4125,0.417283,0.819167,0.25061700000000003,209,1953,2162
216,2011-08-04,3:fall,0,8,0,4:thursday,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576
598,2012-08-20,3:fall,1,8,0,1:monday,1,2,0.635833,0.595967,0.734167,0.12997899999999998,1026,5504,6530
358,2011-12-24,1:spring,0,12,0,6:saturday,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
687,2012-11-17,4:winter,1,11,0,6:saturday,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629
701,2012-12-01,4:winter,1,12,0,6:saturday,0,2,0.298333,0.316904,0.806667,0.05970419999999999,951,4240,5191
633,2012-09-24,4:winter,1,9,0,1:monday,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436
432,2012-03-07,1:spring,1,3,0,3:wednesday,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916
498,2012-05-12,2:summer,1,5,0,6:saturday,0,1,0.564167,0.544817,0.480417,0.12313299999999999,2622,4807,7429
604,2012-08-26,3:fall,1,8,0,0:sunday,0,2,0.6533329999999999,0.595996,0.845833,0.228858,1483,3772,5255
150,2011-05-30,2:summer,0,5,1,1:monday,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098
70,2011-03-11,1:spring,0,3,0,5:friday,1,2,0.31652199999999997,0.305,0.649565,0.23296999999999998,247,1730,1977
610,2012-09-01,3:fall,1,9,0,6:saturday,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
724,2012-12-24,1:spring,1,12,0,1:monday,1,2,0.231304,0.2589,0.791304,0.07723039999999999,174,746,920
255,2011-09-12,3:fall,0,9,0,1:monday,1,1,0.6443479999999999,0.60213,0.692174,0.088913,690,4023,4713
443,2012-03-18,1:spring,1,3,0,0:sunday,0,2,0.4725,0.46399999999999997,0.81,0.126883,2207,3685,5892
555,2012-07-08,3:fall,1,7,0,0:sunday,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672
241,2011-08-29,3:fall,0,8,0,1:monday,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634
58,2011-02-27,1:spring,0,2,0,0:sunday,0,1,0.343478,0.351109,0.68,0.125248,694,1708,2402
304,2011-10-31,4:winter,0,10,0,1:monday,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669
553,2012-07-06,3:fall,1,7,0,5:friday,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207
646,2012-10-07,4:winter,1,10,0,0:sunday,0,2,0.415833,0.419813,0.708333,0.14116199999999998,781,2729,3510
550,2012-07-03,3:fall,1,7,0,2:tuesday,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
311,2011-11-07,4:winter,0,11,0,1:monday,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035
456,2012-03-31,2:summer,1,3,0,6:saturday,0,2,0.424167,0.42170799999999997,0.738333,0.25061700000000003,2301,3934,6235
372,2012-01-07,1:spring,1,1,0,6:saturday,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521
696,2012-11-26,4:winter,1,11,0,1:monday,1,1,0.313333,0.33900399999999997,0.535417,0.04665,337,4750,5087
612,2012-09-03,3:fall,1,9,1,1:monday,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
225,2011-08-13,3:fall,0,8,0,6:saturday,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150
105,2011-04-15,2:summer,0,4,1,5:friday,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126
158,2011-06-07,2:summer,0,6,0,2:tuesday,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833
590,2012-08-12,3:fall,1,8,0,0:sunday,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544
500,2012-05-14,2:summer,1,5,0,1:monday,1,2,0.573333,0.5499,0.789583,0.21269200000000002,342,2501,2843
72,2011-03-13,1:spring,0,3,0,0:sunday,0,1,0.384348,0.380091,0.5273909999999999,0.270604,982,1435,2417
336,2011-12-02,4:winter,0,12,0,5:friday,1,1,0.31416700000000003,0.331433,0.625833,0.100754,268,3672,3940
16,2011-01-16,1:spring,0,1,0,0:sunday,0,1,0.231667,0.234217,0.48375,0.188433,251,953,1204
534,2012-06-17,2:summer,1,6,0,0:sunday,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978
564,2012-07-17,3:fall,1,7,0,2:tuesday,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786
708,2012-12-08,4:winter,1,12,0,6:saturday,0,2,0.38166700000000003,0.38950799999999997,0.91125,0.101379,1153,4429,5582
541,2012-06-24,3:fall,1,6,0,0:sunday,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891
249,2011-09-06,3:fall,0,9,0,2:tuesday,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710
208,2011-07-27,3:fall,0,7,0,3:wednesday,1,1,0.775,0.690667,0.402917,0.18346300000000001,755,3901,4656
551,2012-07-04,3:fall,1,7,1,3:wednesday,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403
406,2012-02-10,1:spring,1,2,0,5:friday,1,2,0.280833,0.293558,0.54,0.11692899999999999,227,3604,3831
4,2011-01-04,1:spring,0,1,0,2:tuesday,1,1,0.2,0.21212199999999998,0.590435,0.160296,108,1454,1562
559,2012-07-12,3:fall,1,7,0,4:thursday,1,1,0.7158329999999999,0.654683,0.529583,0.146775,1032,6414,7446
108,2011-04-18,2:summer,0,4,0,1:monday,1,1,0.5125,0.503146,0.5425,0.16356700000000002,669,2760,3429
395,2012-01-30,1:spring,1,1,0,1:monday,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624
151,2011-05-31,2:summer,0,5,0,2:tuesday,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982
641,2012-10-02,4:winter,1,10,0,2:tuesday,1,3,0.5908329999999999,0.542333,0.871667,0.104475,315,4324,4639
307,2011-11-03,4:winter,0,11,0,4:thursday,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974
298,2011-10-25,4:winter,0,10,0,2:tuesday,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687
117,2011-04-27,2:summer,0,4,0,3:wednesday,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872
606,2012-08-28,3:fall,1,8,0,2:tuesday,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040
303,2011-10-30,4:winter,0,10,0,0:sunday,0,1,0.31916700000000003,0.321329,0.62375,0.176617,885,2446,3331
196,2011-07-15,3:fall,0,7,0,5:friday,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538
306,2011-11-02,4:winter,0,11,0,3:wednesday,1,1,0.3775,0.390133,0.71875,0.08209169999999999,370,3816,4186
237,2011-08-25,3:fall,0,8,0,4:thursday,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542
85,2011-03-26,2:summer,0,3,0,6:saturday,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496
295,2011-10-22,4:winter,0,10,0,6:saturday,0,1,0.4225,0.425492,0.629167,0.09266669999999999,1499,2809,4308
140,2011-05-20,2:summer,0,5,0,5:friday,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917
415,2012-02-19,1:spring,1,2,0,0:sunday,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689
639,2012-09-30,4:winter,1,9,0,0:sunday,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889
719,2012-12-19,4:winter,1,12,0,3:wednesday,1,1,0.3325,0.34216199999999997,0.625417,0.184092,333,4934,5267
176,2011-06-25,3:fall,0,6,0,6:saturday,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202
627,2012-09-18,3:fall,1,9,0,2:tuesday,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073
1,2011-01-01,1:spring,0,1,0,6:saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985
291,2011-10-18,4:winter,0,10,0,2:tuesday,1,2,0.5325,0.522721,0.701667,0.11008699999999999,637,4111,4748
30,2011-01-30,1:spring,0,1,0,0:sunday,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
308,2011-11-04,4:winter,0,11,0,5:friday,1,2,0.403333,0.40339200000000003,0.6225,0.271779,470,3576,4046
166,2011-06-15,2:summer,0,6,0,3:wednesday,1,1,0.626667,0.587754,0.471667,0.16791199999999998,769,4411,5180
344,2011-12-10,4:winter,0,12,0,6:saturday,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190
11,2011-01-11,1:spring,0,1,0,2:tuesday,1,2,0.16909100000000002,0.19146400000000002,0.6863640000000001,0.12213199999999999,43,1220,1263
707,2012-12-07,4:winter,1,12,0,5:friday,1,2,0.320833,0.32195799999999997,0.764167,0.1306,349,4659,5008
91,2011-04-01,2:summer,0,4,0,5:friday,1,2,0.3,0.283454,0.68625,0.258708,307,1920,2227
139,2011-05-19,2:summer,0,5,0,4:thursday,1,2,0.530833,0.510742,0.829583,0.10821300000000002,735,3840,4575
391,2012-01-26,1:spring,1,1,0,4:thursday,1,2,0.341667,0.35605,0.769583,0.07339580000000001,244,3831,4075
279,2011-10-06,4:winter,0,10,0,4:thursday,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765
331,2011-11-27,4:winter,0,11,0,0:sunday,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071
329,2011-11-25,4:winter,0,11,0,5:friday,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792
491,2012-05-05,2:summer,1,5,0,6:saturday,0,2,0.621667,0.584608,0.756667,0.15299200000000002,2496,4387,6883
712,2012-12-12,4:winter,1,12,0,3:wednesday,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319
56,2011-02-25,1:spring,0,2,0,5:friday,1,2,0.364348,0.350461,0.712174,0.346539,120,1341,1461
100,2011-04-10,2:summer,0,4,0,0:sunday,0,2,0.426667,0.426737,0.8575,0.146767,1188,1707,2895
153,2011-06-02,2:summer,0,6,0,4:thursday,1,1,0.715,0.643942,0.305,0.29228699999999996,736,4232,4968
583,2012-08-05,3:fall,1,8,0,0:sunday,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464
246,2011-09-03,3:fall,0,9,0,6:saturday,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484
195,2011-07-14,3:fall,0,7,0,4:thursday,1,1,0.680833,0.635104,0.47625,0.24066700000000002,888,4196,5084
192,2011-07-11,3:fall,0,7,0,1:monday,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086
221,2011-08-09,3:fall,0,8,0,2:tuesday,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602
29,2011-01-29,1:spring,0,1,0,6:saturday,0,1,0.196522,0.212126,0.6517390000000001,0.14536500000000002,123,975,1098
231,2011-08-19,3:fall,0,8,0,5:friday,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153
353,2011-12-19,4:winter,0,12,0,1:monday,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403
501,2012-05-15,2:summer,1,5,0,2:tuesday,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115
367,2012-01-02,1:spring,1,1,1,1:monday,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951
621,2012-09-12,3:fall,1,9,0,3:wednesday,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870
179,2011-06-28,3:fall,0,6,0,2:tuesday,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648
618,2012-09-09,3:fall,1,9,0,0:sunday,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227
202,2011-07-21,3:fall,0,7,0,4:thursday,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784
253,2011-09-10,3:fall,0,9,0,6:saturday,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345
603,2012-08-25,3:fall,1,8,0,6:saturday,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053
35,2011-02-04,1:spring,0,2,0,5:friday,1,2,0.211304,0.22858699999999998,0.585217,0.127839,88,1620,1708
33,2011-02-02,1:spring,0,2,0,3:wednesday,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
497,2012-05-11,2:summer,1,5,0,5:friday,1,1,0.533333,0.520833,0.360417,0.23693699999999998,1319,5711,7030
463,2012-04-07,2:summer,1,4,0,6:saturday,0,1,0.4375,0.426129,0.25416700000000003,0.274871,3252,3605,6857
20,2011-01-20,1:spring,0,1,0,4:thursday,1,2,0.261667,0.25505,0.538333,0.195904,83,1844,1927
95,2011-04-05,2:summer,0,4,0,2:tuesday,1,2,0.414167,0.39835,0.642083,0.388067,167,1628,1795
68,2011-03-09,1:spring,0,3,0,3:wednesday,1,2,0.295833,0.286608,0.775417,0.22015,191,1700,1891
264,2011-09-21,3:fall,0,9,0,3:wednesday,1,2,0.595,0.5505329999999999,0.9,0.0964042,539,3813,4352
672,2012-11-02,4:winter,1,11,0,5:friday,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847
43,2011-02-12,1:spring,0,2,0,6:saturday,0,1,0.2225,0.232954,0.544167,0.20336700000000002,288,1184,1472
582,2012-08-04,3:fall,1,8,0,6:saturday,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824
366,2012-01-01,1:spring,1,1,0,0:sunday,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294
538,2012-06-21,3:fall,1,6,0,4:thursday,1,1,0.805833,0.752542,0.567917,0.11878699999999999,778,5127,5905
723,2012-12-23,1:spring,1,12,0,0:sunday,0,1,0.245833,0.259471,0.515417,0.13308299999999998,408,1379,1787
25,2011-01-25,1:spring,0,1,0,2:tuesday,1,2,0.223478,0.234526,0.616957,0.129796,186,1799,1985
203,2011-07-22,3:fall,0,7,0,5:friday,1,1,0.848333,0.8408959999999999,0.580417,0.1331,562,2825,3387
390,2012-01-25,1:spring,1,1,0,3:wednesday,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270
522,2012-06-05,2:summer,1,6,0,2:tuesday,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001
24,2011-01-24,1:spring,0,1,0,1:monday,1,1,0.0973913,0.11793,0.49173900000000004,0.15833,86,1330,1416
125,2011-05-05,2:summer,0,5,0,4:thursday,1,1,0.459167,0.441917,0.44416700000000003,0.295392,614,3819,4433
580,2012-08-02,3:fall,1,8,0,4:thursday,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261
318,2011-11-14,4:winter,0,11,0,1:monday,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486
651,2012-10-12,4:winter,1,10,0,5:friday,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282
310,2011-11-06,4:winter,0,11,0,0:sunday,0,1,0.348333,0.362358,0.734583,0.09205419999999999,952,2697,3649
703,2012-12-03,4:winter,1,12,0,1:monday,1,1,0.4525,0.455796,0.7675,0.08272080000000001,555,5679,6234
275,2011-10-02,4:winter,0,10,0,0:sunday,0,2,0.356667,0.345317,0.791667,0.22201300000000002,616,2302,2918
64,2011-03-05,1:spring,0,3,0,6:saturday,0,2,0.384167,0.378779,0.789167,0.251871,640,1437,2077
728,2012-12-28,1:spring,1,12,0,5:friday,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095
285,2011-10-12,4:winter,0,10,0,3:wednesday,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416
444,2012-03-19,1:spring,1,3,0,1:monday,1,1,0.545,0.532821,0.72875,0.16231700000000002,982,5171,6153
283,2011-10-10,4:winter,0,10,1,1:monday,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117
247,2011-09-04,3:fall,0,9,0,0:sunday,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940
561,2012-07-14,3:fall,1,7,0,6:saturday,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969
227,2011-08-15,3:fall,0,8,0,1:monday,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338
163,2011-06-12,2:summer,0,6,0,0:sunday,0,1,0.6925,0.643325,0.747917,0.16356700000000002,1467,2993,4460
552,2012-07-05,3:fall,1,7,0,4:thursday,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241
170,2011-06-19,2:summer,0,6,0,0:sunday,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744
38,2011-02-07,1:spring,0,2,0,1:monday,1,1,0.271667,0.303658,0.738333,0.045408300000000006,120,1592,1712
699,2012-11-29,4:winter,1,11,0,4:thursday,1,1,0.28087,0.29842199999999997,0.555652,0.115522,243,5080,5323
67,2011-03-08,1:spring,0,3,0,2:tuesday,1,1,0.2925,0.3024,0.420833,0.12065,316,1817,2133
587,2012-08-09,3:fall,1,8,0,4:thursday,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286
132,2011-05-12,2:summer,0,5,0,4:thursday,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864
416,2012-02-20,1:spring,1,2,1,1:monday,0,1,0.28,0.273391,0.507826,0.22908299999999998,502,2627,3129
77,2011-03-18,1:spring,0,3,0,5:friday,1,1,0.54,0.5270090000000001,0.525217,0.231017,884,2355,3239
198,2011-07-17,3:fall,0,7,0,0:sunday,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302
6,2011-01-06,1:spring,0,1,0,4:thursday,1,1,0.204348,0.23320900000000003,0.518261,0.0895652,88,1518,1606
204,2011-07-23,3:fall,0,7,0,6:saturday,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285
215,2011-08-03,3:fall,0,8,0,3:wednesday,1,2,0.731667,0.679937,0.6575,0.13558299999999998,467,3107,3574
171,2011-06-20,2:summer,0,6,0,1:monday,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010
161,2011-06-10,2:summer,0,6,0,5:friday,1,1,0.755,0.703292,0.605,0.14055399999999998,815,3771,4586
78,2011-03-19,1:spring,0,3,0,6:saturday,0,1,0.4725,0.466525,0.37916700000000003,0.368167,1424,1693,3117
418,2012-02-22,1:spring,1,2,0,3:wednesday,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773
401,2012-02-05,1:spring,1,2,0,0:sunday,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947
485,2012-04-29,2:summer,1,4,0,0:sunday,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304
133,2011-05-13,2:summer,0,5,0,5:friday,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105
157,2011-06-06,2:summer,0,6,0,1:monday,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548
259,2011-09-16,3:fall,0,9,0,5:friday,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760
599,2012-08-21,3:fall,1,8,0,2:tuesday,1,1,0.649167,0.601025,0.67375,0.07277080000000001,1081,5925,7006
625,2012-09-16,3:fall,1,9,0,0:sunday,0,1,0.58,0.563125,0.57,0.09018330000000001,2166,5167,7333
180,2011-06-29,3:fall,0,6,0,3:wednesday,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225
645,2012-10-06,4:winter,1,10,0,6:saturday,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965
677,2012-11-07,4:winter,1,11,0,3:wednesday,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035
698,2012-11-28,4:winter,1,11,0,3:wednesday,1,1,0.296667,0.28976199999999996,0.50625,0.210821,198,5062,5260
212,2011-07-31,3:fall,0,7,0,0:sunday,0,1,0.805833,0.729796,0.480833,0.16481300000000002,1524,2778,4302
53,2011-02-22,1:spring,0,2,0,2:tuesday,1,1,0.182222,0.186033,0.577778,0.195683,74,1376,1450
209,2011-07-28,3:fall,0,7,0,4:thursday,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390
39,2011-02-08,1:spring,0,2,0,2:tuesday,1,1,0.220833,0.198246,0.537917,0.36195,64,1466,1530
36,2011-02-05,1:spring,0,2,0,6:saturday,0,2,0.23333299999999998,0.243058,0.929167,0.161079,100,905,1005
124,2011-05-04,2:summer,0,5,0,3:wednesday,1,2,0.414167,0.40465,0.737083,0.328996,255,2378,2633
615,2012-09-06,3:fall,1,9,0,4:thursday,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203
597,2012-08-19,3:fall,1,8,0,0:sunday,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549
492,2012-05-06,2:summer,1,5,0,0:sunday,0,2,0.5625,0.546737,0.74,0.14987899999999998,2135,4224,6359
409,2012-02-13,1:spring,1,2,0,1:monday,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422
616,2012-09-07,3:fall,1,9,0,5:friday,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
502,2012-05-16,2:summer,1,5,0,3:wednesday,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424
26,2011-01-26,1:spring,0,1,0,3:wednesday,1,3,0.2175,0.2036,0.8625,0.29385,34,472,506
46,2011-02-15,1:spring,0,2,0,2:tuesday,1,1,0.26608699999999996,0.254274,0.314348,0.29137399999999997,140,1675,1815
688,2012-11-18,4:winter,1,11,0,0:sunday,0,1,0.3425,0.337746,0.692917,0.22761199999999998,922,3747,4669
411,2012-02-15,1:spring,1,2,0,3:wednesday,1,1,0.348333,0.35162899999999997,0.53125,0.1816,141,4028,4169
189,2011-07-08,3:fall,0,7,0,5:friday,1,2,0.709167,0.6704829999999999,0.757917,0.225129,692,3348,4040
268,2011-09-25,4:winter,0,9,0,0:sunday,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010
578,2012-07-31,3:fall,1,7,0,2:tuesday,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216
86,2011-03-27,2:summer,0,3,0,0:sunday,0,2,0.25304299999999996,0.250339,0.493913,0.1843,472,1221,1693
620,2012-09-11,3:fall,1,9,0,2:tuesday,1,1,0.5775,0.554292,0.52,0.09205419999999999,1070,6697,7767
657,2012-10-18,4:winter,1,10,0,4:thursday,1,2,0.5225,0.512625,0.728333,0.23693699999999998,1008,6501,7509
63,2011-03-04,1:spring,0,3,0,5:friday,1,2,0.261667,0.255679,0.610417,0.203346,214,1730,1944
450,2012-03-25,2:summer,1,3,0,0:sunday,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
3,2011-01-03,1:spring,0,1,0,1:monday,1,1,0.196364,0.189405,0.43727299999999997,0.248309,120,1229,1349
263,2011-09-20,3:fall,0,9,0,2:tuesday,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641
540,2012-06-23,3:fall,1,6,0,6:saturday,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458
684,2012-11-14,4:winter,1,11,0,3:wednesday,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495
647,2012-10-08,4:winter,1,10,1,1:monday,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478
650,2012-10-11,4:winter,1,10,0,4:thursday,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570
475,2012-04-19,2:summer,1,4,0,4:thursday,1,1,0.49833299999999997,0.493046,0.6125,0.0659292,846,5719,6565
631,2012-09-22,3:fall,1,9,0,6:saturday,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395
549,2012-07-02,3:fall,1,7,0,1:monday,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
635,2012-09-26,4:winter,1,9,0,3:wednesday,1,1,0.635,0.5966130000000001,0.630833,0.2444,787,6946,7733
136,2011-05-16,2:summer,0,5,0,1:monday,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958
88,2011-03-29,2:summer,0,3,0,2:tuesday,1,1,0.3025,0.292908,0.31416700000000003,0.226996,317,2108,2425
23,2011-01-23,1:spring,0,1,0,0:sunday,0,1,0.0965217,0.09883910000000001,0.436522,0.2466,150,836,986
605,2012-08-27,3:fall,1,8,0,1:monday,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917
496,2012-05-10,2:summer,1,5,0,4:thursday,1,1,0.505833,0.49178299999999997,0.552083,0.31406300000000004,1026,5546,6572
464,2012-04-08,2:summer,1,4,0,0:sunday,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169
37,2011-02-06,1:spring,0,2,0,0:sunday,0,1,0.285833,0.291671,0.568333,0.1418,354,1269,1623
289,2011-10-16,4:winter,0,10,0,0:sunday,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041
201,2011-07-20,3:fall,0,7,0,3:wednesday,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332
486,2012-04-30,2:summer,1,4,0,1:monday,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572
65,2011-03-06,1:spring,0,3,0,0:sunday,0,2,0.37652199999999997,0.366252,0.948261,0.343287,114,491,605
